season,event_code,event_name,team_count,match_count,team_number,adv_rank,qual_rank,qual_points,alliance_selection_points,award_points,playoff_points,total_points,alliance_seed,alliance_role,playoff_placement,advanced,is_advancement_eligible,award_types
2024,AUCMP,Australia Championship,42,77,15210,19,10,,,,,,6,captain,7,false,true,
2024,AUCMP,Australia Championship,42,77,23636,20,11,,,,,,7,captain,6,false,true,
2024,AUCMP,Australia Championship,42,77,11143,21,12,,,,,,6,partner,7,false,true,
2024,AUCMP,Australia Championship,42,77,27373,22,14,,,,,,8,captain,5,false,true,JudgesChoice:3
2024,AUCMP,Australia Championship,42,77,11322,23,17,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,22407,24,18,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,11323,25,20,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,27307,26,21,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,18360,27,22,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,19636,28,23,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,18359,29,24,,,,,,7,partner,6,false,true,
2024,AUCMP,Australia Championship,42,77,19218,30,25,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,23334,31,26,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,19296,32,27,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,11145,33,30,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,25754,34,31,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,21472,35,32,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,24736,36,34,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,23771,37,35,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,11506,38,36,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,18363,39,39,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,14339,40,40,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,18362,41,41,,,,,,,,,false,true,
2024,AUCMP,Australia Championship,42,77,18500,42,42,,,,,,,,,false,true,JudgesChoice:1
2024,AUPYQ,Sydney Qualifier,24,41,18306,1,14,,,,,,,,,true,true,Inspire:1
2024,AUPYQ,Sydney Qualifier,24,41,19341,2,1,,,,,,1,captain,1,true,true,Connect:1
2024,AUPYQ,Sydney Qualifier,24,41,11148,3,2,,,,,,1,partner,1,true,true,
2024,AUPYQ,Sydney Qualifier,24,41,26689,4,8,,,,,,3,partner,4,true,true,Inspire:2
2024,AUPYQ,Sydney Qualifier,24,41,25754,5,3,,,,,,2,captain,3,true,true,Inspire:3
2024,AUPYQ,Sydney Qualifier,24,41,18360,6,5,,,,,,4,captain,2,true,false,
2024,AUPYQ,Sydney Qualifier,24,41,11145,7,24,,,,,,,,,true,false,Think:1
2024,AUPYQ,Sydney Qualifier,24,41,11143,8,13,,,,,,4,partner,2,true,true,Control:1
2024,AUPYQ,Sydney Qualifier,24,41,18359,9,6,,,,,,2,partner,3,true,false,Innovate:1
2024,AUPYQ,Sydney Qualifier,24,41,19218,10,10,,,,,,6,captain,6,true,true,Motivate:1
2024,AUPYQ,Sydney Qualifier,24,41,11144,11,12,,,,,,,,,true,true,Design:1
2024,AUPYQ,Sydney Qualifier,24,41,14339,12,4,,,,,,3,captain,4,true,true,
2024,AUPYQ,Sydney Qualifier,24,41,19296,13,7,,,,,,5,captain,5,true,true,
2024,AUPYQ,Sydney Qualifier,24,41,23636,14,20,,,,,,,,,false,true,Think:2
2024,AUPYQ,Sydney Qualifier,24,41,21472,15,9,,,,,,5,partner,5,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,25573,16,11,,,,,,6,partner,6,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,15144,17,15,,,,,,,,,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,21657,18,16,,,,,,,,,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,24961,19,17,,,,,,,,,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,27262,20,18,,,,,,,,,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,26202,21,19,,,,,,,,,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,23300,22,21,,,,,,,,,false,true,JudgesChoice:1
2024,AUPYQ,Sydney Qualifier,24,41,26129,23,22,,,,,,,,,false,true,
2024,AUPYQ,Sydney Qualifier,24,41,28004,24,23,,,,,,,,,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,26000,1,1,,,,,,1,captain,1,true,true,Inspire:1
2024,AUROQ,Brisbane North Qualifier,17,32,12993,2,2,,,,,,1,partner,1,true,true,
2024,AUROQ,Brisbane North Qualifier,17,32,11322,3,4,,,,,,3,captain,2,true,true,
2024,AUROQ,Brisbane North Qualifier,17,32,14380,4,7,,,,,,,,,true,true,Think:1
2024,AUROQ,Brisbane North Qualifier,17,32,24089,5,11,,,,,,3,partner,2,true,true,
2024,AUROQ,Brisbane North Qualifier,17,32,11506,6,17,,,,,,,,,true,true,Connect:1
2024,AUROQ,Brisbane North Qualifier,17,32,19636,7,3,,,,,,2,captain,3,true,true,Design:1
2024,AUROQ,Brisbane North Qualifier,17,32,14579,8,5,,,,,,4,captain,4,true,true,Innovate:1
2024,AUROQ,Brisbane North Qualifier,17,32,18228,9,6,,,,,,2,partner,3,true,true,Control:1
2024,AUROQ,Brisbane North Qualifier,17,32,11323,10,8,,,,,,,,,false,true,Motivate:1
2024,AUROQ,Brisbane North Qualifier,17,32,19450,11,9,,,,,,4,partner,4,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,23454,12,10,,,,,,,,,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,23173,13,12,,,,,,,,,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,19480,14,13,,,,,,,,,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,11505,15,14,,,,,,,,,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,18439,16,15,,,,,,,,,false,true,
2024,AUROQ,Brisbane North Qualifier,17,32,17101,17,16,,,,,,,,,false,true,
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,27391,1,1,,,,,,1,captain,2,true,true,Inspire:1
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,17730,2,2,,,,,,2,captain,1,true,true,
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,26970,3,5,,,,,,2,partner,1,true,true,
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,16056,4,3,,,,,,,,,false,true,Think:1
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,27390,5,4,,,,,,1,partner,2,false,true,
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,23073,6,6,,,,,,,,,false,true,
2024,BRCGQ,Circuito de Robótica SESI/MS,7,13,21086,7,7,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,23059,1,11,,,,,,4,partner,4,true,true,Inspire:1
2024,BRCMP,Brazil Championship,60,105,24557,2,3,,,,,,2,captain,1,true,true,Control:1
2024,BRCMP,Brazil Championship,60,105,26914,3,10,,,,,,2,partner,1,true,true,
2024,BRCMP,Brazil Championship,60,105,17792,4,1,,,,,,1,captain,2,false,true,Inspire:2
2024,BRCMP,Brazil Championship,60,105,16055,5,12,,,,,,5,partner,3,false,true,Inspire:3
2024,BRCMP,Brazil Championship,60,105,22660,6,2,,,,,,1,partner,2,false,true,Think:1
2024,BRCMP,Brazil Championship,60,105,17742,7,25,,,,,,,,,false,true,Connect:1
2024,BRCMP,Brazil Championship,60,105,20858,8,6,,,,,,5,captain,3,false,true,
2024,BRCMP,Brazil Championship,60,105,26960,9,40,,,,,,,,,false,true,Innovate:1
2024,BRCMP,Brazil Championship,60,105,17729,10,4,,,,,,3,captain,5,false,true,Motivate:1
2024,BRCMP,Brazil Championship,60,105,17728,11,17,,,,,,3,partner,5,false,true,Design:1
2024,BRCMP,Brazil Championship,60,105,21178,12,5,,,,,,4,captain,4,false,true,
2024,BRCMP,Brazil Championship,60,105,17800,13,7,,,,,,6,captain,7,false,true,Design:3
2024,BRCMP,Brazil Championship,60,105,16054,14,24,,,,,,,,,false,true,Think:2
2024,BRCMP,Brazil Championship,60,105,21083,15,8,,,,,,7,captain,6,false,true,
2024,BRCMP,Brazil Championship,60,105,16058,16,43,,,,,,,,,false,true,Connect:2
2024,BRCMP,Brazil Championship,60,105,23504,17,18,,,,,,7,partner,6,false,true,Innovate:2
2024,BRCMP,Brazil Championship,60,105,21069,18,19,,,,,,,,,false,true,Control:2
2024,BRCMP,Brazil Championship,60,105,21077,19,49,,,,,,,,,false,true,Motivate:2
2024,BRCMP,Brazil Championship,60,105,16049,20,35,,,,,,,,,false,true,Design:2
2024,BRCMP,Brazil Championship,60,105,19191,21,30,,,,,,,,,false,true,Think:3
2024,BRCMP,Brazil Championship,60,105,25706,22,20,,,,,,,,,false,true,Connect:3
2024,BRCMP,Brazil Championship,60,105,16052,23,56,,,,,,,,,false,true,Innovate:3
2024,BRCMP,Brazil Championship,60,105,23055,24,37,,,,,,,,,false,true,Control:3
2024,BRCMP,Brazil Championship,60,105,19193,25,41,,,,,,,,,false,true,Motivate:3
2024,BRCMP,Brazil Championship,60,105,23560,26,9,,,,,,6,partner,7,false,true,JudgesChoice:2
2024,BRCMP,Brazil Championship,60,105,17731,27,13,,,,,,8,captain,8,false,true,
2024,BRCMP,Brazil Championship,60,105,26963,28,14,,,,,,8,partner,8,false,true,
2024,BRCMP,Brazil Championship,60,105,27391,29,15,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,23060,30,16,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,24527,31,21,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,14391,32,22,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,26976,33,23,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,23311,34,26,,,,,,,,,false,true,JudgesChoice:1
2024,BRCMP,Brazil Championship,60,105,26940,35,27,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,25135,36,28,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,26590,37,29,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,26303,38,31,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,26456,39,32,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,26059,40,33,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,27184,41,34,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,16060,42,36,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,16041,43,38,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,16043,44,39,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,21084,45,42,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,16050,46,44,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,16786,47,45,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,17801,48,46,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,16062,49,47,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,19192,50,48,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,24529,51,50,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,19194,52,51,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,18613,53,52,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,21036,54,53,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,21085,55,54,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,28778,56,55,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,21223,57,57,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,21342,58,58,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,22977,59,59,,,,,,,,,false,true,
2024,BRCMP,Brazil Championship,60,105,26956,60,60,,,,,,,,,false,true,
2024,AUTOQ,South Australia Qualifier,12,24,15215,1,1,,,,,,1,captain,1,true,true,Inspire:1
2024,AUTOQ,South Australia Qualifier,12,24,15210,2,4,,,,,,1,partner,1,true,true,Control:1
2024,AUTOQ,South Australia Qualifier,12,24,24736,3,9,,,,,,,,,true,true,Innovate:1;Inspire:2
2024,AUTOQ,South Australia Qualifier,12,24,26420,4,2,,,,,,2,captain,2,true,true,Think:1
2024,AUTOQ,South Australia Qualifier,12,24,27307,5,3,,,,,,2,partner,2,true,true,Motivate:1
2024,AUTOQ,South Australia Qualifier,12,24,22407,6,5,,,,,,3,captain,3,true,true,Connect:1
2024,AUTOQ,South Australia Qualifier,12,24,18611,7,7,,,,,,3,partner,3,false,true,
2024,AUTOQ,South Australia Qualifier,12,24,26878,8,8,,,,,,4,partner,4,false,true,Design:1
2024,AUTOQ,South Australia Qualifier,12,24,18003,9,6,,,,,,4,captain,4,false,true,
2024,AUTOQ,South Australia Qualifier,12,24,25398,10,10,,,,,,,,,false,true,
2024,AUTOQ,South Australia Qualifier,12,24,19377,11,11,,,,,,,,,false,true,
2024,AUTOQ,South Australia Qualifier,12,24,19584,12,12,,,,,,,,,false,true,
2024,BRFOQ,Terceiro Torneio Regional de Robótica do SESI - Ceará - Temporada 2024/2025,5,10,19192,1,2,,,,,,2,captain,2,true,true,Inspire:1
2024,BRFOQ,Terceiro Torneio Regional de Robótica do SESI - Ceará - Temporada 2024/2025,5,10,26956,2,1,,,,,,1,captain,1,true,true,Think:1
2024,BRFOQ,Terceiro Torneio Regional de Robótica do SESI - Ceará - Temporada 2024/2025,5,10,23072,3,3,,,,,,1,partner,1,false,true,Design:1
2024,BRFOQ,Terceiro Torneio Regional de Robótica do SESI - Ceará - Temporada 2024/2025,5,10,23500,4,4,,,,,,,,,false,true,Connect:1
2024,BRFOQ,Terceiro Torneio Regional de Robótica do SESI - Ceará - Temporada 2024/2025,5,10,16053,5,5,,,,,,2,partner,2,false,true,
2024,BRBHQ,FESTIVAL SESI DE ROBÓTICA - REGIONAL MG,5,10,17792,1,1,,,,,,1,captain,1,true,true,Inspire:1
2024,BRBHQ,FESTIVAL SESI DE ROBÓTICA - REGIONAL MG,5,10,16055,2,4,,,,,,1,partner,1,true,true,Think:1
2024,BRBHQ,FESTIVAL SESI DE ROBÓTICA - REGIONAL MG,5,10,17729,3,5,,,,,,,,,true,true,Connect:1
2024,BRBHQ,FESTIVAL SESI DE ROBÓTICA - REGIONAL MG,5,10,21083,4,2,,,,,,2,captain,2,true,true,Design:1
2024,BRBHQ,FESTIVAL SESI DE ROBÓTICA - REGIONAL MG,5,10,22708,5,3,,,,,,2,partner,2,false,true,
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,19193,1,2,,,,,,2,captain,1,true,true,Inspire:1
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,24557,2,4,,,,,,2,partner,1,true,true,Connect:1
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,19194,3,8,,,,,,,,,true,true,Think:1
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,24531,4,1,,,,,,1,captain,2,false,true,
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,23069,5,3,,,,,,1,partner,2,false,true,Design:1
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,24823,6,5,,,,,,,,,false,true,
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,16063,7,6,,,,,,,,,false,true,
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,24645,8,7,,,,,,,,,false,true,
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,26484,9,9,,,,,,,,,false,true,
2024,BRJOQ,Seletiva FIRST Tech Challenge Santa Catarina,10,18,26969,10,10,,,,,,,,,false,true,
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,16054,1,5,,,,,,2,partner,2,true,true,Inspire:1
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,17728,2,1,,,,,,1,captain,1,true,true,Design:1
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,21036,3,2,,,,,,1,partner,1,true,true,Connect:1
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,21069,4,7,,,,,,,,,true,true,Think:1
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,26963,5,3,,,,,,2,captain,2,true,true,
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,23501,6,4,,,,,,,,,false,true,
2024,BRGOQ,Festival Regional de Robótica SESI Goiás,7,13,23502,7,6,,,,,,,,,false,true,
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,16041,1,1,,,,,,1,captain,1,true,true,Inspire:1
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,16786,2,2,,,,,,1,partner,1,true,true,Connect:1
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,14391,3,7,,,,,,,,,true,true,Think:1
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,16062,4,3,,,,,,2,captain,2,true,true,
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,21342,5,4,,,,,,2,partner,2,true,true,Design:1
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,26059,6,5,,,,,,,,,false,true,
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,15932,7,6,,,,,,,,,false,true,
2024,BRPAQ,Torneio Regional de FTC do Rio Grande do Sul,8,14,24993,8,8,,,,,,,,,false,true,
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,22660,1,2,,,,,,1,partner,1,true,true,Inspire:1
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,23504,2,1,,,,,,1,captain,1,true,true,Design:1
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,16058,3,7,,,,,,2,partner,2,true,true,Think:1
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,27094,4,6,,,,,,,,,true,true,Connect:1
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,26303,5,3,,,,,,2,captain,2,false,true,
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,17799,6,4,,,,,,,,,false,true,
2024,BRREQ,Torneio Regional SESI de Robótica - PE,7,13,17893,7,5,,,,,,,,,false,true,
2024,BRSCQ,1a Seletiva Paulista de FTC,5,10,18613,1,4,,,,,,2,partner,2,true,true,Inspire:1
2024,BRSCQ,1a Seletiva Paulista de FTC,5,10,21178,2,1,,,,,,1,captain,1,true,true,Design:1
2024,BRSCQ,1a Seletiva Paulista de FTC,5,10,25706,3,2,,,,,,1,partner,1,true,true,Think:1
2024,BRSCQ,1a Seletiva Paulista de FTC,5,10,26456,4,5,,,,,,,,,true,true,Connect:1
2024,BRSCQ,1a Seletiva Paulista de FTC,5,10,22374,5,3,,,,,,2,captain,2,false,true,JudgesChoice:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,7277,1,18,,,,,,,,,true,false,Inspire:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27819,2,2,,,,,,2,captain,1,true,false,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27821,3,14,,,,,,2,partner,1,true,false,Control:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,22315,4,27,,,,,,,,,true,true,Inspire:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,15259,5,16,,,,,,6,partner,5,false,true,Inspire:3
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27820,6,1,,,,,,1,captain,2,false,false,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,23277,7,29,,,,,,,,,false,true,Think:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,14021,8,13,,,,,,1,partner,2,false,false,Connect:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,16596,9,7,,,,,,5,captain,3,false,false,Motivate:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,24492,10,15,,,,,,,,,false,true,Innovate:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,25731,11,21,,,,,,5,partner,3,false,false,Think:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,22188,12,4,,,,,,4,captain,4,false,true,Control:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27953,13,8,,,,,,6,captain,5,false,true,Design:1
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,20707,14,3,,,,,,3,captain,6,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,26032,15,5,,,,,,3,partner,6,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,23278,16,6,,,,,,4,partner,4,false,false,Connect:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,20190,17,9,,,,,,,,,false,true,Motivate:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27694,18,24,,,,,,,,,false,true,Innovate:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27273,19,26,,,,,,,,,false,true,Design:2
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,26101,20,10,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,27358,21,11,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,24541,22,12,,,,,,,,,false,false,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,14718,23,17,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,28487,24,19,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,25811,25,20,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,20706,26,22,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,26704,27,23,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,28915,28,25,,,,,,,,,false,true,
2024,CAABCAQ1,Southern Last Chance Qualifier 1,29,47,24221,29,28,,,,,,,,,false,true,
